year,building,kwh,gas_cuft,elec_co2_mt,gas_co2_mt,total_co2_mt
2023,Old Chlorinator Hse.,16607.0,0.0,3.34,0.0,3.34
2024,Old Chlorinator Hse.,11947.0,0.0,2.4,0.0,2.4
2025,Old Chlorinator Hse.,13062.0,0.0,2.63,0.0,2.63
2003,Root Dorm,0.0,0.0,0.0,0.0,0.0
2004,Root Dorm,272640.0,0.0,54.8,0.0,54.8
2005,Root Dorm,274080.0,0.0,55.09,0.0,55.09
2006,Root Dorm,0.0,0.0,0.0,0.0,0.0
2007,Root Dorm,232800.0,0.0,46.79,0.0,46.79
2008,Root Dorm,201600.0,0.0,40.52,0.0,40.52
2009,Root Dorm,210720.2,0.0,42.35,0.0,42.35
2010,Root Dorm,225360.0,0.0,45.3,0.0,45.3
2011,Root Dorm,216600.0,0.0,43.54,0.0,43.54
2012,Root Dorm,209520.0,0.0,42.11,0.0,42.11
2013,Root Dorm,256080.0,0.0,51.47,0.0,51.47
2014,Root Dorm,214800.0,0.0,43.17,0.0,43.17
2015,Root Dorm,196879.2,0.0,39.57,0.0,39.57
2016,Root Dorm,170640.0,0.0,34.3,0.0,34.3
2017,Root Dorm,150000.0,0.0,30.15,0.0,30.15
2018,Root Dorm,134400.0,0.0,27.01,0.0,27.01
2019,Root Dorm,127290.0,0.0,25.59,0.0,25.59
2020,Root Dorm,95600.0,0.0,19.22,0.0,19.22
2021,Root Dorm,147840.0,0.0,29.72,0.0,29.72
2022,Root Dorm,132000.0,0.0,26.53,0.0,26.53
2023,Root Dorm,137040.0,0.0,27.55,0.0,27.55
2024,Root Dorm,121440.0,0.0,24.41,0.0,24.41
2025,Root Dorm,138960.0,0.0,27.93,0.0,27.93
2003,Root Hall,0.0,0.0,0.0,0.0,0.0
2004,Root Hall,23120.0,0.0,4.65,0.0,4.65
2005,Root Hall,26960.0,0.0,5.42,0.0,5.42
2006,Root Hall,0.0,0.0,0.0,0.0,0.0
2007,Root Hall,24080.0,0.0,4.84,0.0,4.84
2008,Root Hall,20800.0,0.0,4.18,0.0,4.18
2009,Root Hall,14880.0,0.0,2.99,0.0,2.99
2010,Root Hall,13680.0,0.0,2.75,0.0,2.75
2011,Root Hall,14000.0,0.0,2.81,0.0,2.81
2012,Root Hall,15840.0,0.0,3.18,0.0,3.18
2013,Root Hall,14160.0,0.0,2.85,0.0,2.85
2014,Root Hall,15520.0,0.0,3.12,0.0,3.12
2015,Root Hall,23600.0,0.0,4.74,0.0,4.74
2016,Root Hall,33360.0,0.0,6.71,0.0,6.71
2017,Root Hall,33440.0,0.0,6.72,0.0,6.72
2018,Root Hall,33200.0,0.0,6.67,0.0,6.67
2019,Root Hall,31520.0,0.0,6.34,0.0,6.34
2020,Root Hall,34680.0,0.0,6.97,0.0,6.97
2021,Root Hall,27520.0,0.0,5.53,0.0,5.53
2022,Root Hall,4800.0,0.0,0.96,0.0,0.96
2023,Root Hall,0.0,0.0,0.0,0.0,0.0
2024,Root Hall,109421.0,0.0,21.99,0.0,21.99
2025,Root Hall,123210.0,0.0,24.77,0.0,24.77
2010,Sadove Campus Center,0.0,0.0,0.0,0.0,0.0
2011,Sadove Campus Center,567251.0,0.0,114.02,0.0,114.02
2012,Sadove Campus Center,539511.0,0.0,108.44,0.0,108.44
2013,Sadove Campus Center,613882.0,0.0,123.39,0.0,123.39
2014,Sadove Campus Center,519844.0,0.0,104.49,0.0,104.49
2015,Sadove Campus Center,610282.0,0.0,122.67,0.0,122.67
2016,Sadove Campus Center,601481.0,0.0,120.9,0.0,120.9
2017,Sadove Campus Center,621841.0,0.0,124.99,0.0,124.99
2018,Sadove Campus Center,559776.0,0.0,112.51,0.0,112.51
2019,Sadove Campus Center,680076.0,0.0,136.7,0.0,136.7
2020,Sadove Campus Center,643061.0,0.0,129.26,0.0,129.26
2021,Sadove Campus Center,784564.0,0.0,157.7,0.0,157.7
2022,Sadove Campus Center,755714.0,0.0,151.9,0.0,151.9
2023,Sadove Campus Center,754104.0,0.0,151.57,0.0,151.57
2024,Sadove Campus Center,692608.0,0.0,139.21,0.0,139.21
2025,Sadove Campus Center,681101.0,0.0,136.9,0.0,136.9
2003,Sage Rink,0.0,0.0,0.0,0.0,0.0
2004,Sage Rink,523320.0,0.0,105.19,0.0,105.19
2005,Sage Rink,499685.0,0.0,100.44,0.0,100.44
2006,Sage Rink,0.0,0.0,0.0,0.0,0.0
2007,Sage Rink,634624.0,0.0,127.56,0.0,127.56
2008,Sage Rink,488602.0,0.0,98.21,0.0,98.21
2009,Sage Rink,466627.0,0.0,93.79,0.0,93.79
2010,Sage Rink,423100.0,0.0,85.04,0.0,85.04
2011,Sage Rink,376480.0,0.0,75.67,0.0,75.67
2012,Sage Rink,349650.0,0.0,70.28,0.0,70.28
2013,Sage Rink,400820.0,0.0,80.56,0.0,80.56
2014,Sage Rink,0.0,0.0,0.0,0.0,0.0
2015,Sage Rink,524175.0,0.0,105.36,0.0,105.36
2016,Sage Rink,504849.0,0.0,101.47,0.0,101.47
2017,Sage Rink,571973.0,0.0,114.97,0.0,114.97
2018,Sage Rink,586658.0,0.0,117.92,0.0,117.92
2019,Sage Rink,714420.0,0.0,143.6,0.0,143.6
2020,Sage Rink,536935.0,0.0,107.92,0.0,107.92
2021,Sage Rink,751231.0,0.0,151.0,0.0,151.0
2022,Sage Rink,723275.0,0.0,145.38,0.0,145.38
2023,Sage Rink,1032707.0,0.0,207.57,0.0,207.57
2024,Sage Rink,1000042.0,0.0,201.01,0.0,201.01
2025,Sage Rink,930742.0,0.0,187.08,0.0,187.08
2003,Saunders Hse.,0.0,0.0,0.0,0.0,0.0
2004,Saunders Hse.,0.0,0.0,0.0,0.0,0.0
2005,Saunders Hse.,0.0,0.0,0.0,0.0,0.0
2006,Saunders Hse.,0.0,0.0,0.0,0.0,0.0
2007,Saunders Hse.,0.0,0.0,0.0,0.0,0.0
2008,Saunders Hse.,0.0,0.0,0.0,0.0,0.0
2009,Saunders Hse.,0.0,0.0,0.0,0.0,0.0
2003,Schambach,0.0,0.0,0.0,0.0,0.0
2004,Schambach,496500.0,0.0,99.8,0.0,99.8
2005,Schambach,536000.0,0.0,107.74,0.0,107.74
2006,Schambach,0.0,0.0,0.0,0.0,0.0
2007,Schambach,453500.0,0.0,91.15,0.0,91.15
2008,Schambach,404000.0,0.0,81.2,0.0,81.2
2009,Schambach,376500.0,0.0,75.68,0.0,75.68
2010,Schambach,351650.0,0.0,70.68,0.0,70.68
2011,Schambach,404500.0,0.0,81.3,0.0,81.3
2012,Schambach,429000.0,0.0,86.23,0.0,86.23
2013,Schambach,434000.0,0.0,87.23,0.0,87.23
2014,Schambach,347450.0,0.0,69.84,0.0,69.84
2015,Schambach,379000.0,0.0,76.18,0.0,76.18
2016,Schambach,355500.0,0.0,71.46,0.0,71.46
2017,Schambach,351500.0,0.0,70.65,0.0,70.65
2018,Schambach,397000.0,0.0,79.8,0.0,79.8
2019,Schambach,369500.0,0.0,74.27,0.0,74.27
2020,Schambach,281500.0,0.0,56.58,0.0,56.58
2021,Schambach,372000.0,0.0,74.77,0.0,74.77
2022,Schambach,372500.0,0.0,74.87,0.0,74.87
2023,Schambach,368500.0,0.0,74.07,0.0,74.07
2024,Schambach,383000.0,0.0,76.98,0.0,76.98
2025,Schambach,363000.0,0.0,72.96,0.0,72.96
2003,Science,0.0,0.0,0.0,0.0,0.0
2004,Science Center,0.0,0.0,0.0,0.0,0.0
2005,Science Center,0.0,0.0,0.0,0.0,0.0
2006,Science Center,0.0,0.0,0.0,0.0,0.0
2007,Science Center,6613000.0,0.0,1329.21,0.0,1329.21
2008,Science Center,6521000.0,0.0,1310.72,0.0,1310.72
2009,Science Center,6372000.0,0.0,1280.77,0.0,1280.77
2010,Science Center,6402000.0,0.0,1286.8,0.0,1286.8
2011,Science Center,5406000.0,0.0,1086.61,0.0,1086.61
2012,Science Center,5103000.0,0.0,1025.7,0.0,1025.7
2013,Science Center,4094000.0,0.0,822.89,0.0,822.89
2014,Science Center,0.0,0.0,0.0,0.0,0.0
2015,Science Center,0.0,0.0,0.0,0.0,0.0
2016,Science Center,5961980.0,0.0,1198.36,0.0,1198.36
2017,Science Center,4843766.93,0.0,973.6,0.0,973.6
2018,Science Center,5974480.0,0.0,1200.87,0.0,1200.87
2019,Science Center,5938045.0,0.0,1193.55,0.0,1193.55
2020,Science Center,9415150.0,0.0,1892.45,0.0,1892.45
2021,Science Facility,5680320.0,0.0,1141.74,0.0,1141.74
2022,Science Facility,5516230.0,0.0,1108.76,0.0,1108.76
2023,Science Facility,5897290.0,0.0,1185.36,0.0,1185.36
2024,Science Facility,6142890.0,0.0,1234.72,0.0,1234.72
2025,Science Facility,5421730.0,0.0,1089.77,0.0,1089.77
2003,Solar Classroom,0.0,0.0,0.0,0.0,0.0
2004,Solar Classroom,8545.0,0.0,1.72,0.0,1.72
2005,Solar Classroom,9117.0,0.0,1.83,0.0,1.83
2006,Solar Classroom,0.0,0.0,0.0,0.0,0.0
2007,Solar Classroom,9126.0,0.0,1.83,0.0,1.83
2008,Solar Classroom,11231.0,0.0,2.26,0.0,2.26
2009,Solar Classroom,10508.0,0.0,2.11,0.0,2.11
2010,Solar Classroom,8973.0,0.0,1.8,0.0,1.8
2011,Solar Classroom,9790.0,0.0,1.97,0.0,1.97
2012,Solar Classroom,8549.0,0.0,1.72,0.0,1.72
2013,Solar Classroom,11509.0,0.0,2.31,0.0,2.31
2014,Solar Classroom,8927.0,0.0,1.79,0.0,1.79
2015,Solar Classroom,8211.0,0.0,1.65,0.0,1.65
2016,Solar Classroom,28805.0,0.0,5.79,0.0,5.79
2017,Solar Classroom,9873.0,0.0,1.98,0.0,1.98
2018,Solar Classroom,10275.0,0.0,2.07,0.0,2.07
2019,Solar Classroom,11647.0,0.0,2.34,0.0,2.34
2020,Solar Classroom,11006.0,0.0,2.21,0.0,2.21
2021,Solar Classroom,9725.0,0.0,1.95,0.0,1.95
2022,Solar Classroom,10791.0,0.0,2.17,0.0,2.17
2023,Solar Classroom,11397.0,0.0,2.29,0.0,2.29
2024,Solar Classroom,11637.0,0.0,2.34,0.0,2.34
2025,Solar Classroom,12455.0,0.0,2.5,0.0,2.5
2003,South Dorm,0.0,0.0,0.0,0.0,0.0
2004,South Dorm,0.0,0.0,0.0,0.0,0.0
2005,South Dorm,0.0,0.0,0.0,0.0,0.0
2006,South Dorm,0.0,0.0,0.0,0.0,0.0
2007,South Dorm,0.0,0.0,0.0,0.0,0.0
2008,South Dorm,0.0,0.0,0.0,0.0,0.0
2009,South Dorm,0.0,0.0,0.0,0.0,0.0
2010,South Dorm,0.0,0.0,0.0,0.0,0.0
2011,South Dorm,0.0,0.0,0.0,0.0,0.0
2012,South Dorm,0.0,0.0,0.0,0.0,0.0
2013,South Dorm,0.0,0.0,0.0,0.0,0.0
2014,South Dorm,0.0,0.0,0.0,0.0,0.0
2015,South Dorm,0.0,0.0,0.0,0.0,0.0
2016,South Dorm,0.0,0.0,0.0,0.0,0.0
2017,South Dorm,0.0,0.0,0.0,0.0,0.0
2018,South Dorm,0.0,0.0,0.0,0.0,0.0
2019,South Dorm,0.0,0.0,0.0,0.0,0.0
2003,Spencer House,0.0,0.0,0.0,0.0,0.0
2004,Spencer House,101195.0,0.0,20.34,0.0,20.34
2005,Spencer House,111710.0,0.0,22.45,0.0,22.45
2006,Spencer House,0.0,0.0,0.0,0.0,0.0
2007,Spencer House,111332.0,0.0,22.38,0.0,22.38
2008,Spencer House,104974.0,0.0,21.1,0.0,21.1
2009,Spencer House,111483.0,0.0,22.41,0.0,22.41
2010,Spencer House,104932.0,0.0,21.09,0.0,21.09
2011,Spencer House,97053.0,0.0,19.51,0.0,19.51
2012,Spencer House,100923.0,0.0,20.29,0.0,20.29
2013,Spencer House,89178.0,0.0,17.92,0.0,17.92
2014,Spencer House,76058.0,0.0,15.29,0.0,15.29
2015,Spencer House,0.0,0.0,0.0,0.0,0.0
2016,Spencer House,73608.0,0.0,14.8,0.0,14.8
2017,Spencer House,0.0,0.0,0.0,0.0,0.0
2018,Spencer House,70584.0,0.0,14.19,0.0,14.19
2019,Spencer House,74087.0,0.0,14.89,0.0,14.89
2020,Spencer House,62166.0,0.0,12.5,0.0,12.5
2021,Spencer House,57236.0,0.0,11.5,0.0,11.5
2022,Spencer House,67379.0,0.0,13.54,0.0,13.54
2023,Spencer House,67463.0,0.0,13.56,0.0,13.56
2024,Spencer House,67865.0,0.0,13.64,0.0,13.64
2025,Spencer House,66687.0,0.0,13.4,0.0,13.4
2014,T S A,0.0,0.0,0.0,0.0,0.0
2004,Wally J. (98 CHR),56592.0,0.0,11.37,0.0,11.37
2006,Wally J. (98 CHR),0.0,0.0,0.0,0.0,0.0
2007,Wally J. (98 CHR),42948.0,0.0,8.63,0.0,8.63
2008,Wally J. (98 CHR),41758.0,0.0,8.39,0.0,8.39
2009,Wally J. (98 CHR),38718.0,0.0,7.78,0.0,7.78
2010,Wally J. (98 CHR),34776.0,0.0,6.99,0.0,6.99
2011,Wally J. (98 CHR),33066.0,0.0,6.65,0.0,6.65
2012,Wally J. (98 CHR),37512.0,0.0,7.54,0.0,7.54
2013,Wally J. (98 CHR),34812.0,0.0,7.0,0.0,7.0
2014,Wally J. (98 CHR),24218.0,0.0,4.87,0.0,4.87
2015,Wally J. (98 CHR),23778.0,0.0,4.78,0.0,4.78
2016,Wally J. (98 CHR),24138.0,0.0,4.85,0.0,4.85
2017,Wally J. (98 CHR),23778.0,0.0,4.78,0.0,4.78
2018,Wally J. (98 CHR),0.0,0.0,0.0,0.0,0.0
2019,Wally J. (98 CHR),28674.0,0.0,5.76,0.0,5.76
2020,Wally J. (98 CHR),26222.0,0.0,5.27,0.0,5.27
2021,Wally J. (98 CHR),30612.0,0.0,6.15,0.0,6.15
2022,Wally J. (98 CHR),33922.0,0.0,6.82,0.0,6.82
2023,Wally J. (98 CHR),30417.0,0.0,6.11,0.0,6.11
2024,Wally J. (98 CHR),28786.0,0.0,5.79,0.0,5.79
2025,Wally J. (98 CHR),33831.0,0.0,6.8,0.0,6.8
2005,Wally J.(98 CHR),52092.0,0.0,10.47,0.0,10.47
2012,Wellin Art Museum,0.0,0.0,0.0,0.0,0.0
2013,Wellin Art Museum,691033.692,0.0,138.9,0.0,138.9
2014,Wellin Art Museum,891403.77,0.0,179.17,0.0,179.17
2015,Wellin Art Museum,745869.71,0.0,149.92,0.0,149.92
2016,Wellin Art Museum,796487.29,0.0,160.09,0.0,160.09
2017,Wellin Art Museum,780644.67,0.0,156.91,0.0,156.91
2018,Wellin Art Museum,777069.0,0.0,156.19,0.0,156.19
2019,Wellin Art Museum,0.0,0.0,0.0,0.0,0.0
2020,Wellin Art Museum,1088313.42,0.0,218.75,0.0,218.75
2021,Wellin Art Museum,803345.6900000001,0.0,161.47,0.0,161.47
2022,Wellin Art Museum,910077.25,0.0,182.93,0.0,182.93
2023,Wellin Art Museum,865931.79,0.0,174.05,0.0,174.05
2024,Wellin Art Museum,858336.84,0.0,172.53,0.0,172.53
2025,Wellin Art Museum,0.0,0.0,0.0,0.0,0.0
2005,Wertimer House,0.0,0.0,0.0,0.0,0.0
2006,Wertimer House,0.0,0.0,0.0,0.0,0.0
2007,Wertimer House,124107.2,0.0,24.95,0.0,24.95
2008,Wertimer House,87463.8,0.0,17.58,0.0,17.58
2009,Wertimer House,86478.8,0.0,17.38,0.0,17.38
2010,Wertimer House,19185.0,0.0,3.86,0.0,3.86
2011,Wertimer House,0.0,0.0,0.0,0.0,0.0
2012,Wertimer House,0.0,0.0,0.0,0.0,0.0
2013,Wertimer House,0.0,0.0,0.0,0.0,0.0
2014,Wertimer House,0.0,0.0,0.0,0.0,0.0
2015,Wertimer House,0.0,0.0,0.0,0.0,0.0
2016,Wertimer House,88512.0,0.0,17.79,0.0,17.79
2017,Wertimer House,92161.2,0.0,18.52,0.0,18.52
2018,Wertimer House,95847.2,0.0,19.27,0.0,19.27
2019,Wertimer House,82375.3,0.0,16.56,0.0,16.56
2020,Wertimer House,50121.6,0.0,10.07,0.0,10.07
2021,Wertimer House,81946.6,0.0,16.47,0.0,16.47
2022,Wertimer House,87974.4,0.0,17.68,0.0,17.68
2023,Wertimer House,88167.2,0.0,17.72,0.0,17.72
2024,Wertimer House,152495.6,0.0,30.65,0.0,30.65
2025,Wertimer House,90613.2,0.0,18.21,0.0,18.21
2003,Woollcott,0.0,0.0,0.0,0.0,0.0
2004,Woollcott,0.0,0.0,0.0,0.0,0.0
2005,Woollcott,65666.0,0.0,13.2,0.0,13.2
2006,Woollcott,0.0,0.0,0.0,0.0,0.0
2007,Woollcott,38969.0,0.0,7.83,0.0,7.83
2008,Woollcott,38329.0,0.0,7.7,0.0,7.7
2009,Woollcott,43573.0,0.0,8.76,0.0,8.76
2010,Woollcott,39565.0,0.0,7.95,0.0,7.95
2011,Woollcott,42597.0,0.0,8.56,0.0,8.56
2012,Woollcott,38414.0,0.0,7.72,0.0,7.72
2013,Woollcott,48822.0,0.0,9.81,0.0,9.81
2014,Woollcott,43804.0,0.0,8.8,0.0,8.8
2015,Woollcott,50866.0,0.0,10.22,0.0,10.22
2016,Woollcott,40458.0,0.0,8.13,0.0,8.13
2017,Woollcott,41722.0,0.0,8.39,0.0,8.39
2018,Woollcott,40918.0,0.0,8.22,0.0,8.22
2019,Woollcott,44820.0,0.0,9.01,0.0,9.01
2020,Woollcott,35333.0,0.0,7.1,0.0,7.1
2021,Woollcott,42186.0,0.0,8.48,0.0,8.48
2022,Woollcott,42089.0,0.0,8.46,0.0,8.46
2023,Woollcott,47024.0,0.0,9.45,0.0,9.45
2024,Woollcott,54548.0,0.0,10.96,0.0,10.96
2025,Woollcott,48038.0,0.0,9.66,0.0,9.66
